2021-10-15T20:24:40.985+09:00,gayeon,Action,NewClass,a6,Popup,,,-1,-1,Default task
2021-10-15T20:24:41.594+09:00,gayeon,KeyEvent,65535:16:1,a6,Popup,,,-1,-1,Default task
2021-10-15T20:24:41.686+09:00,gayeon,KeyEvent,83:83:1,a6,Popup,,,-1,-1,Default task
2021-10-15T20:24:41.895+09:00,gayeon,KeyEvent,116:84:0,a6,Popup,,,-1,-1,Default task
2021-10-15T20:24:42.022+09:00,gayeon,KeyEvent,117:85:0,a6,Popup,,,-1,-1,Default task
2021-10-15T20:24:42.126+09:00,gayeon,KeyEvent,100:68:0,a6,Popup,,,-1,-1,Default task
2021-10-15T20:24:42.343+09:00,gayeon,KeyEvent,101:69:0,a6,Popup,,,-1,-1,Default task
2021-10-15T20:24:42.404+09:00,gayeon,KeyEvent,110:78:0,a6,Popup,,,-1,-1,Default task
2021-10-15T20:24:42.544+09:00,gayeon,KeyEvent,116:84:0,a6,Popup,,,-1,-1,Default task
2021-10-15T20:24:42.774+09:00,gayeon,KeyEvent,10:10:0,,,,,-1,-1,
2021-10-15T20:24:49.485+09:00,gayeon,KeyEvent,65535:17:2,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,0,21,Default task
2021-10-15T20:24:50.153+09:00,gayeon,KeyEvent,65535:17:2,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,0,21,Default task
2021-10-15T20:24:50.388+09:00,gayeon,Action,$SelectAll,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,0,21,Default task
2021-10-15T20:24:50.388+09:00,gayeon,KeyEvent,1:65:2,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,0,21,Default task
2021-10-15T20:24:50.669+09:00,gayeon,KeyEvent,65535:17:2,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,0,21,Default task
2021-10-15T20:24:50.760+09:00,gayeon,Action,EditorPaste,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,0,21,Default task
2021-10-15T20:24:50.782+09:00,gayeon,KeyEvent,22:86:2,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,58,1,Default task
2021-10-15T20:25:01.668+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,3,0,Default task
2021-10-15T20:25:01.671+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,2,22,Default task
2021-10-15T20:25:02.273+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,4,0,Default task
2021-10-15T20:25:02.300+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,3,25,Default task
2021-10-15T20:25:02.914+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Student,8,14,Default task
2021-10-15T20:25:02.916+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Student,8,13,Default task
2021-10-15T20:25:03.058+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Stdent,8,13,Default task
2021-10-15T20:25:03.060+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Stdent,8,12,Default task
2021-10-15T20:25:04.462+09:00,gayeon,KeyEvent,116:84:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Sdent,8,12,Default task
2021-10-15T20:25:04.562+09:00,gayeon,KeyEvent,117:85:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Stdent,8,13,Default task
2021-10-15T20:25:05.858+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,7,0,Default task
2021-10-15T20:25:05.861+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,6,4,Default task
2021-10-15T20:25:05.999+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,6,4,Default task
2021-10-15T20:25:06.001+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,5,4,Default task
2021-10-15T20:25:06.829+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Student,7,0,Default task
2021-10-15T20:25:06.832+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Student,6,56,Default task
2021-10-15T20:25:07.411+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Student,8,0,Default task
2021-10-15T20:25:07.413+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Student,7,32,Default task
2021-10-15T20:25:08.124+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Student,9,0,Default task
2021-10-15T20:25:08.126+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::Student,8,31,Default task
2021-10-15T20:25:09.118+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,12,0,Default task
2021-10-15T20:25:09.121+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,11,4,Default task
2021-10-15T20:25:09.252+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,11,4,Default task
2021-10-15T20:25:09.254+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,,10,4,Default task
2021-10-15T20:25:10.092+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::equals,12,0,Default task
2021-10-15T20:25:10.095+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::equals,11,13,Default task
2021-10-15T20:25:10.774+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::equals,13,0,Default task
2021-10-15T20:25:10.790+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::equals,12,37,Default task
2021-10-15T20:25:11.296+09:00,gayeon,Action,EditorBackSpace,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::equals,14,0,Default task
2021-10-15T20:25:11.298+09:00,gayeon,KeyEvent,8:8:0,a6,Editor,C:/Users/gayeon/IdeaProjects/a6/src/Student.java,Student::equals,13,35,Default task
